,Flag Tsunami,Year,Focal Depth,EQ Primary,Intensity,Country,Region code,Coordinates,Earthquake : Damage Description
3478,1,123,,6.3,8.0,SOUTH KOREA,30.0,"35.8,129.2",LIMITED (roughly corresponding to less than $1 million)
3479,1,362,,6.4,,JORDAN,140.0,"31.3,35.6",SEVERE (~>$5 to $24 million)
3480,0,458,,,9.0,TURKEY,140.0,"36.2,36.1",SEVERE (~>$5 to $24 million)
3482,1,740,,7.3,9.0,TURKEY,140.0,"40.7,29.3",SEVERE (~>$5 to $24 million)
3483,0,743,,7.2,9.0,IRAN,140.0,"35.3,52.2",SEVERE (~>$5 to $24 million)
3484,0,978,,5.3,7.0,IRAN,140.0,"27.7,52.3",SEVERE (~>$5 to $24 million)
3486,1,1068,,,9.0,ISRAEL,140.0,"29.5,34.95",EXTREME (~$25 million or more)
3490,0,1184,,,10.0,ITALY,130.0,"39.3,16.2",SEVERE (~>$5 to $24 million)
3491,0,1219,,6.5,9.0,CHINA,30.0,"36.0,106.2",EXTREME (~$25 million or more)
3492,0,1227,,5.5,7.0,CHINA,30.0,"38.5,106.3",LIMITED (roughly corresponding to less than $1 million)
3495,0,1304,,6.7,8.0,IRAN,140.0,"38.5,45.5",MODERATE (~$1 to $5 million)
3496,0,1352,,,11.0,ITALY,130.0,"43.5,12.1",SEVERE (~>$5 to $24 million)
3498,0,1414,,,10.0,ITALY,130.0,"43.5,12.1",MODERATE (~$1 to $5 million)
3501,0,1501,,,7.0,INDIA,60.0,"34.1,74.8",MODERATE (~$1 to $5 million)
3503,0,1555,,7.6,12.0,INDIA,60.0,"33.5,75.5",SEVERE (~>$5 to $24 million)
3504,1,1580,33.0,6.2,,UK,120.0,"51.019,1.309",MODERATE (~$1 to $5 million)
3505,1,1585,,7.0,,GREECE,130.0,"40.2,24.5",LIMITED (roughly corresponding to less than $1 million)
3507,0,1627,,6.0,8.0,CHINA,30.0,"37.5,105.5",LIMITED (roughly corresponding to less than $1 million)
3508,1,1633,,6.9,10.0,GREECE,130.0,"37.5,21.0",SEVERE (~>$5 to $24 million)
3510,0,1640,,,9.0,ITALY,130.0,"38.57,16.53",MODERATE (~$1 to $5 million)
3512,0,1665,,,8.0,PHILIPPINES,170.0,"14.6,121.0",MODERATE (~$1 to $5 million)
3514,0,1690,,,10.0,AUSTRIA,130.0,"46.6,13.8",SEVERE (~>$5 to $24 million)
3516,0,1726,,,9.0,ITALY,130.0,"38.1,13.35",SEVERE (~>$5 to $24 million)
3521,0,1747,20.0,,9.0,PERU,160.0,"-13.9,-70.35",SEVERE (~>$5 to $24 million)
3522,0,1757,,,9.0,ITALY,130.0,"37.0,15.0",SEVERE (~>$5 to $24 million)
3524,0,1767,,,10.0,ITALY,130.0,"39.3,16.2",SEVERE (~>$5 to $24 million)
3527,0,1781,,,10.0,IRAQ,140.0,"36.3,43.1",MODERATE (~$1 to $5 million)
3529,0,1785,,,9.0,GREECE,130.0,"38.2,21.7",MODERATE (~$1 to $5 million)
3530,0,1785,,,8.0,COLOMBIA,160.0,"4.6,-74.0",MODERATE (~$1 to $5 million)
3531,0,1787,,,10.0,PHILIPPINES,170.0,"10.7,122.5",SEVERE (~>$5 to $24 million)
3532,0,1791,,5.5,7.0,CHINA,30.0,"24.5,117.7",MODERATE (~$1 to $5 million)
3533,1,1796,,,9.0,PHILIPPINES,170.0,"16.0,119.5",SEVERE (~>$5 to $24 million)
3534,0,1799,,6.5,9.0,CHINA,30.0,"23.8,102.4",EXTREME (~$25 million or more)
3535,1,1806,,,6.0,USA,150.0,"34.4,-119.7",LIMITED (roughly corresponding to less than $1 million)
3537,1,1811,,7.5,11.0,USA,150.0,"35.6,-90.4",SEVERE (~>$5 to $24 million)
3538,0,1814,,5.3,7.0,CHINA,30.0,"35.8,114.4",LIMITED (roughly corresponding to less than $1 million)
3539,0,1815,,,9.0,GREECE,130.0,"35.0,25.75",SEVERE (~>$5 to $24 million)
3540,0,1818,,,10.0,ITALY,130.0,"37.6,15.0",SEVERE (~>$5 to $24 million)
3541,1,1818,,,10.0,ITALY,130.0,"43.917,8.033",SEVERE (~>$5 to $24 million)
3542,1,1818,,7.0,,INDONESIA,60.0,"-4.0,101.5",LIMITED (roughly corresponding to less than $1 million)
3543,0,1819,,,9.0,ITALY,130.0,"42.5,11.8",SEVERE (~>$5 to $24 million)
3548,1,1836,,7.5,,INDONESIA,60.0,"-8.3,118.7",LIMITED (roughly corresponding to less than $1 million)
3550,1,1845,,8.0,,MEXICO,150.0,"17.0,-100.6",MODERATE (~$1 to $5 million)
3553,0,1850,,5.0,6.0,CHINA,30.0,"34.7,104.9",LIMITED (roughly corresponding to less than $1 million)
3554,1,1852,100.0,8.3,9.0,INDONESIA,170.0,"-5.25,129.75",SEVERE (~>$5 to $24 million)
3559,1,1858,,7.3,,INDONESIA,170.0,"1.0,126.0",LIMITED (roughly corresponding to less than $1 million)
3560,1,1859,,7.6,10.0,CHILE,160.0,"-27.35,-70.35",LIMITED (roughly corresponding to less than $1 million)
3562,0,1863,,,8.0,IRAN,140.0,"38.1,48.2",MODERATE (~$1 to $5 million)
3563,1,1867,33.0,7.5,10.0,USA TERRITORY,90.0,"18.1,-65.1",SEVERE (~>$5 to $24 million)
3567,0,1882,12.0,4.8,7.0,SLOVENIA,130.0,"46.0,14.2",MODERATE (~$1 to $5 million)
3568,0,1884,,6.7,9.0,SPAIN,130.0,"36.95,-3.983",EXTREME (~$25 million or more)
3569,1,1888,,7.5,,CHINA,30.0,"38.5,119.0",SEVERE (~>$5 to $24 million)
3570,1,1894,,,10.0,ITALY,130.0,"38.3,15.9",MODERATE (~$1 to $5 million)
3571,0,1895,,6.4,10.0,ALBANIA,130.0,"40.0,20.1",MODERATE (~$1 to $5 million)
3572,0,1896,,,8.0,CHILE,160.0,"-33.0,-71.0",LIMITED (roughly corresponding to less than $1 million)
3573,1,1901,33.0,7.9,,JAPAN,30.0,"40.5,142.5",MODERATE (~$1 to $5 million)
3576,0,1904,15.0,7.8,11.0,BULGARIA,110.0,"41.8,23.2",SEVERE (~>$5 to $24 million)
3577,0,1906,33.0,8.3,9.0,CHINA,40.0,"43.5,85.0",SEVERE (~>$5 to $24 million)
3580,0,1913,120.0,7.5,,RUSSIA,50.0,"46.0,152.0",LIMITED (roughly corresponding to less than $1 million)
3584,0,1915,,7.0,9.0,CHINA,40.0,"29.5,91.5",MODERATE (~$1 to $5 million)
3585,0,1916,,6.0,,TAIWAN,30.0,"24.0,121.0",LIMITED (roughly corresponding to less than $1 million)
3586,0,1917,,6.0,,GUATEMALA,100.0,"14.6,-90.6",EXTREME (~$25 million or more)
3588,0,1923,10.0,5.5,8.0,IRAN,140.0,"37.6,57.3",MODERATE (~$1 to $5 million)
3589,0,1923,,,9.0,INDONESIA,60.0,"-7.7,109.2",MODERATE (~$1 to $5 million)
3590,0,1925,135.0,6.7,,NICARAGUA,100.0,"12.2,-85.2",SEVERE (~>$5 to $24 million)
3592,1,1927,10.0,7.3,8.0,USA,150.0,"34.813,-120.774",MODERATE (~$1 to $5 million)
3593,1,1928,,6.5,9.0,TURKEY,140.0,"38.1,27.4",EXTREME (~$25 million or more)
3594,1,1929,,7.5,,NEW ZEALAND,170.0,"-41.75,172.25",MODERATE (~$1 to $5 million)
3595,1,1929,18.0,7.3,6.0,CANADA,150.0,"44.69,-56.0",LIMITED (roughly corresponding to less than $1 million)
3597,0,1931,20.0,7.0,,JAPAN,30.0,"36.1,139.2",MODERATE (~$1 to $5 million)
3598,0,1932,,7.4,7.0,INDONESIA,170.0,"0.5,126.0",SEVERE (~>$5 to $24 million)
3599,1,1932,35.0,8.1,10.0,MEXICO,150.0,"19.623,-103.919",SEVERE (~>$5 to $24 million)
3600,1,1932,17.0,,7.0,INDONESIA,170.0,"-3.57,128.35",SEVERE (~>$5 to $24 million)
3603,0,1935,,6.0,8.0,TAIWAN,30.0,"24.3,120.8",EXTREME (~$25 million or more)
3604,1,1935,33.0,7.5,10.0,PAKISTAN,60.0,"29.5,66.8",EXTREME (~$25 million or more)
3605,1,1935,33.0,7.9,8.0,INDONESIA,60.0,"0.0, 98.25",MODERATE (~$1 to $5 million)
3608,1,1939,,7.0,,JAPAN,30.0,"40.1,139.5",MODERATE (~$1 to $5 million)
3609,0,1942,,,8.0,TURKEY,140.0,"40.3,34.6",MODERATE (~$1 to $5 million)
3610,1,1949,70.0,7.3,,CHILE,160.0,"-38.0,-73.5",MODERATE (~$1 to $5 million)
3611,1,1949,33.0,7.8,,CHILE,160.0,"-54.0,-71.0",LIMITED (roughly corresponding to less than $1 million)
3613,1,1953,,6.5,10.0,CYPRUS,130.0,"35.0,32.5",MODERATE (~$1 to $5 million)
3614,1,1954,,6.7,11.0,ALGERIA,15.0,"36.283,1.467",SEVERE (~>$5 to $24 million)
3615,0,1956,,6.8,,IRAN,140.0,"27.2,54.4",EXTREME (~$25 million or more)
3617,0,1958,,6.8,,CHILE,160.0,"-33.785,-70.112",SEVERE (~>$5 to $24 million)
3619,1,1959,60.0,8.2,10.0,RUSSIA,50.0,"52.5,159.5",MODERATE (~$1 to $5 million)
3620,1,1959,5.0,7.7,10.0,USA,150.0,"44.712,-111.215",SEVERE (~>$5 to $24 million)
3621,1,1960,160.0,7.8,10.0,PERU,160.0,"-15.75,-72.75",SEVERE (~>$5 to $24 million)
3622,0,1962,,6.8,,CHINA,40.0,"37.1,96.0",LIMITED (roughly corresponding to less than $1 million)
3623,0,1962,40.0,5.5,,IRAN,140.0,"28.1,55.6",MODERATE (~$1 to $5 million)
3624,1,1963,47.0,7.3,,TAIWAN,30.0,"24.5,122.1",MODERATE (~$1 to $5 million)
3625,0,1963,,7.0,8.0,CHINA,30.0,"35.7,97.0",LIMITED (roughly corresponding to less than $1 million)
3627,0,1965,59.0,6.6,8.0,USA,150.0,"47.4,-122.3",EXTREME (~$25 million or more)
3628,0,1966,,5.1,7.0,CHINA,30.0,"27.9,99.7",LIMITED (roughly corresponding to less than $1 million)
3629,0,1966,12.0,5.0,,VENEZUELA,160.0,"10.8,-69.5",SEVERE (~>$5 to $24 million)
3630,0,1968,5.0,4.6,,NICARAGUA,100.0,"12.1,-86.2",MODERATE (~$1 to $5 million)
3631,1,1969,30.0,8.2,9.0,RUSSIA,50.0,"43.6,147.9",MODERATE (~$1 to $5 million)
3633,0,1970,3.0,5.4,,INDIA,60.0,"21.7,73.0",MODERATE (~$1 to $5 million)
3634,0,1971,45.0,4.8,,IRAN,140.0,"30.0,50.7",SEVERE (~>$5 to $24 million)
3635,0,1973,,3.5,6.0,ITALY,130.0,"37.66,15.167",LIMITED (roughly corresponding to less than $1 million)
3636,0,1975,15.0,5.6,8.0,USA,150.0,"39.439,-121.528",MODERATE (~$1 to $5 million)
3637,0,1976,13.0,6.2,8.0,IRAN,140.0,"33.8,59.15",SEVERE (~>$5 to $24 million)
3638,0,1977,21.0,4.9,,TURKEY,140.0,"38.56,40.02",SEVERE (~>$5 to $24 million)
3639,0,1980,33.0,5.8,,IRAN,140.0,"34.587,50.652",MODERATE (~$1 to $5 million)
3640,0,1982,9.0,3.5,,MEXICO,150.0,"17.25,-93.21",LIMITED (roughly corresponding to less than $1 million)
3641,0,1982,12.0,5.1,4.0,HONDURAS,100.0,"14.487,-89.121",MODERATE (~$1 to $5 million)
3642,0,1983,26.0,6.4,5.0,PAPUA NEW GUINEA,170.0,"-5.392,151.868",EXTREME (~$25 million or more)
3643,0,1984,208.0,6.1,6.0,PAKISTAN,60.0,"36.431,70.826",MODERATE (~$1 to $5 million)
3644,0,1986,16.0,4.7,,GUATEMALA,100.0,"15.075,-92.072",MODERATE (~$1 to $5 million)
3645,0,1986,11.0,5.8,10.0,GREECE,130.0,"37.014,22.176",MODERATE (~$1 to $5 million)
3646,0,1987,11.0,6.6,,INDONESIA,60.0,"2.244,98.866",MODERATE (~$1 to $5 million)
3647,0,1989,30.0,6.1,,MALAWI,10.0,"-13.702,34.42",EXTREME (~$25 million or more)
3648,0,1990,5.0,5.5,7.0,USA,150.0,"34.14,-117.7",SEVERE (~>$5 to $24 million)
3649,0,1990,11.0,6.7,,IRAN,140.0,"28.251,55.462",EXTREME (~$25 million or more)
3650,1,1992,33.0,7.5,,PHILIPPINES,170.0,"7.191,126.762",LIMITED (roughly corresponding to less than $1 million)
3652,0,1992,22.0,5.3,,EGYPT,15.0,"29.778,31.144",EXTREME (~$25 million or more)
3658,0,1997,22.0,5.6,,CHINA,40.0,"39.422,76.839",SEVERE (~>$5 to $24 million)
3659,0,1997,33.0,6.0,,INDONESIA,60.0,"4.358,96.494",MODERATE (~$1 to $5 million)
3660,0,2000,30.0,7.8,,PAPUA NEW GUINEA,170.0,"-5.233,153.102",LIMITED (roughly corresponding to less than $1 million)
3661,0,2001,33.0,5.6,,CHINA,30.0,"29.513,101.129",SEVERE (~>$5 to $24 million)
3662,0,2002,11.0,5.2,7.0,USA,150.0,"44.513,-73.699",LIMITED (roughly corresponding to less than $1 million)
3664,0,2002,11.0,6.2,,CONGO,10.0,"-1.884,29.004",LIMITED (roughly corresponding to less than $1 million)
3665,0,2002,33.0,5.9,,VANUATU,170.0,"-14.49,167.827",MODERATE (~$1 to $5 million)
3666,0,2003,6.0,4.7,,GERMANY,120.0,"48.21,9.0",LIMITED (roughly corresponding to less than $1 million)
3667,1,2003,12.0,6.8,10.0,ALGERIA,15.0,"36.964,3.634",EXTREME (~$25 million or more)
3668,0,2004,19.0,5.4,,CHINA,30.0,"45.382,118.256",EXTREME (~$25 million or more)
3669,1,2004,30.0,9.1,,INDONESIA,60.0,"3.316,95.854",EXTREME (~$25 million or more)
3670,0,2005,54.0,6.0,,IRAN,140.0,"27.095,61.887",LIMITED (roughly corresponding to less than $1 million)
3671,0,2006,10.0,5.8,,BHUTAN,60.0,"26.912,91.705",LIMITED (roughly corresponding to less than $1 million)
3672,1,2007,24.0,8.1,,SOLOMON ISLANDS,170.0,"-8.466,157.043",SEVERE (~>$5 to $24 million)
3673,0,2007,10.0,5.7,,TURKEY,140.0,"39.417,33.212",LIMITED (roughly corresponding to less than $1 million)
3674,0,2008,12.0,5.9,,INDONESIA,170.0,"-0.795,134.012",LIMITED (roughly corresponding to less than $1 million)
3675,0,2008,10.0,4.3,,BRAZIL,160.0,"-3.7,-40.35",LIMITED (roughly corresponding to less than $1 million)
3676,0,2008,10.0,5.7,,CHINA,30.0,"32.71,105.54",SEVERE (~>$5 to $24 million)
3677,0,2008,10.0,5.6,,CHINA,30.0,"32.747,105.542",SEVERE (~>$5 to $24 million)
3678,0,2009,0.0,3.1,,AUSTRALIA,170.0,"-38.28,145.25",LIMITED (roughly corresponding to less than $1 million)
3679,1,2010,25.0,7.1,,SOLOMON ISLANDS,170.0,"-8.799,157.346",LIMITED (roughly corresponding to less than $1 million)
3680,1,2010,13.0,7.0,,HAITI,90.0,"18.457,-72.533",EXTREME (~$25 million or more)
3681,0,2010,113.0,5.8,,USA TERRITORY,90.0,"18.4,-67.07",LIMITED (roughly corresponding to less than $1 million)
3682,0,2010,207.0,7.1,,ECUADOR,160.0,"-1.266,-77.306",LIMITED (roughly corresponding to less than $1 million)
3683,0,2011,32.0,5.3,,CHINA,40.0,"38.31,76.888",MODERATE (~$1 to $5 million)
3684,0,2012,10.0,5.7,,TAJIKISTAN,40.0,"38.612,70.354",MODERATE (~$1 to $5 million)
3685,0,2012,6.0,6.1,,ITALY,130.0,"44.89,11.23",EXTREME (~$25 million or more)
3686,0,2012,10.0,4.9,,CHINA,30.0,"32.978,119.593",LIMITED (roughly corresponding to less than $1 million)
3687,0,2013,8.0,5.3,,PERU,160.0,"-15.748,-71.425",LIMITED (roughly corresponding to less than $1 million)
3688,0,2013,7.0,4.9,,ALGERIA,15.0,"36.703,5.261",LIMITED (roughly corresponding to less than $1 million)
3689,0,2013,19.0,7.1,7.0,PHILIPPINES,170.0,"9.88,124.117",EXTREME (~$25 million or more)
3690,0,2014,61.0,7.1,,PAPUA NEW GUINEA,170.0,"-6.586,155.049",LIMITED (roughly corresponding to less than $1 million)
3693,0,2016,82.0,6.8,5.0,MYANMAR (BURMA),60.0,"20.923,94.569",SEVERE (~>$5 to $24 million)
3695,0,2017,112.0,5.6,,INDONESIA,60.0,"-8.492,115.323",MODERATE (~$1 to $5 million)
3696,0,2017,8.0,5.7,,PHILIPPINES,170.0,"7.562,124.743",MODERATE (~$1 to $5 million)
3698,0,2019,10.0,6.5,,PHILIPPINES,170.0,"6.91,125.156",MODERATE (~$1 to $5 million)
3699,0,2019,10.0,5.2,,CHINA,30.0,"29.639,104.946",MODERATE (~$1 to $5 million)
3703,0,243,,5.3,,ITALY,130.0,"45.3,11.0",EXTREME (~$25 million or more)
3704,1,358,,,7.0,TURKEY,140.0,"40.77,29.9",SEVERE (~>$5 to $24 million)
3705,0,457,,,10.0,TURKEY,140.0,"36.2,36.1",EXTREME (~$25 million or more)
3706,0,518,,,12.0,MACEDONIA,130.0,"42.0,21.4",EXTREME (~$25 million or more)
3707,1,543,,6.8,10.0,TURKEY,140.0,"40.3,27.8",SEVERE (~>$5 to $24 million)
3708,0,553,,,10.0,LEBANON,140.0,"33.9,35.5",SEVERE (~>$5 to $24 million)
3709,0,649,,5.5,7.0,CHINA,30.0,"36.1,111.5",MODERATE (~$1 to $5 million)
3710,0,780,,6.3,8.0,SOUTH KOREA,30.0,"35.5,129.1",MODERATE (~$1 to $5 million)
3711,0,847,,,10.0,ITALY,130.0,"41.6,14.2",SEVERE (~>$5 to $24 million)
3712,0,957,,,7.0,IRAQ,140.0,"34.8,44.8",SEVERE (~>$5 to $24 million)
3713,0,1003,20.0,4.2,7.0,TURKEY,140.0,"40.5,43.3",MODERATE (~$1 to $5 million)
3714,0,1021,,,9.0,SWITZERLAND,120.0,"47.5,7.6",SEVERE (~>$5 to $24 million)
3716,0,1130,,,7.0,IRAQ,140.0,"33.2,44.2",MODERATE (~$1 to $5 million)
3719,1,1303,,8.0,9.0,GREECE,130.0,"35.0,27.0",SEVERE (~>$5 to $24 million)
3721,0,1389,10.0,5.8,9.0,IRAN,140.0,"36.2,58.5",SEVERE (~>$5 to $24 million)
3722,1,1408,,,10.0,TURKEY,140.0,"36.2,36.1",SEVERE (~>$5 to $24 million)
3723,0,1428,,,9.0,FRANCE,120.0,"43.4,4.4",MODERATE (~$1 to $5 million)
3725,1,1498,,6.4,,JAPAN,30.0,"34.4,137.7",LIMITED (roughly corresponding to less than $1 million)
3726,1,1522,,,11.0,SPAIN,130.0,"36.97,-2.66",SEVERE (~>$5 to $24 million)
3727,1,1531,,7.7,10.0,PORTUGAL,130.0,"38.7,-9.1",SEVERE (~>$5 to $24 million)
3729,0,1574,,,7.0,SWITZERLAND,120.0,"46.2,6.2",SEVERE (~>$5 to $24 million)
3731,0,1584,,,5.0,SWITZERLAND,120.0,"46.2,7.0",SEVERE (~>$5 to $24 million)
3732,0,1590,,5.5,7.0,CHINA,30.0,"35.4,103.9",SEVERE (~>$5 to $24 million)
3733,0,1590,,6.6,10.0,AUSTRIA,120.0,"48.3,15.5",SEVERE (~>$5 to $24 million)
3734,0,1593,,,8.0,FRANCE,120.0,"47.1,0.1",MODERATE (~$1 to $5 million)
3737,0,1608,,,11.0,MACEDONIA,130.0,"42.4,18.5",SEVERE (~>$5 to $24 million)
3739,0,1614,,6.5,8.0,CHINA,30.0,"37.2,112.5",SEVERE (~>$5 to $24 million)
3740,0,1615,,6.4,,JAPAN,30.0,"35.7,139.7",MODERATE (~$1 to $5 million)
3741,0,1627,,,8.0,ECUADOR,160.0,"-0.2,-78.5",MODERATE (~$1 to $5 million)
3742,0,1640,15.0,5.1,7.0,IRAN,140.0,"38.2,46.3",MODERATE (~$1 to $5 million)
3745,1,1668,,6.6,9.0,TURKEY,140.0,"38.4,27.1",SEVERE (~>$5 to $24 million)
3746,0,1669,5.0,5.7,9.0,AZERBAIJAN,40.0,"40.6,48.6",SEVERE (~>$5 to $24 million)
3747,0,1670,,,9.0,AUSTRIA,120.0,"47.2,11.4",SEVERE (~>$5 to $24 million)
3748,1,1672,,5.6,10.0,ITALY,130.0,"43.933,12.583",SEVERE (~>$5 to $24 million)
3749,1,1687,30.0,8.5,10.0,PERU,160.0,"-13.5,-76.5",SEVERE (~>$5 to $24 million)
3751,1,1688,,7.0,10.0,TURKEY,140.0,"38.4,26.9",SEVERE (~>$5 to $24 million)
3753,0,1703,,,11.0,ITALY,130.0,"42.78,13.1",EXTREME (~$25 million or more)
3754,1,1703,,8.2,,JAPAN,30.0,"35.0,140.0",EXTREME (~$25 million or more)
3756,0,1708,,,9.0,FRANCE,120.0,"43.8,5.8",MODERATE (~$1 to $5 million)
3760,0,1755,,6.0,8.0,CHINA,30.0,"23.8,102.7",MODERATE (~$1 to $5 million)
3761,0,1764,,6.5,8.0,HONDURAS,90.0,"15.91,-85.96",LIMITED (roughly corresponding to less than $1 million)
3762,1,1766,,7.5,9.0,VENEZUELA,90.0,"10.47,-64.17",SEVERE (~>$5 to $24 million)
3763,1,1769,,7.4,,JAPAN,30.0,"32.3,132.0",MODERATE (~$1 to $5 million)
3764,1,1793,,8.3,,JAPAN,30.0,"38.5,144.0",SEVERE (~>$5 to $24 million)
3765,0,1797,,,9.0,VENEZUELA,160.0,"10.6,-64.1",SEVERE (~>$5 to $24 million)
3766,0,1805,,,11.0,ITALY,130.0,"41.2,14.7",EXTREME (~$25 million or more)
3767,0,1811,,,9.0,PHILIPPINES,170.0,"13.1,123.9",MODERATE (~$1 to $5 million)
3768,0,1812,,,7.0,ITALY,130.0,"41.9,12.45",MODERATE (~$1 to $5 million)
3771,1,1828,,,9.0,INDONESIA,60.0,"-7.0,119.0",SEVERE (~>$5 to $24 million)
3772,0,1831,,6.3,8.0,CHINA,30.0,"32.8,116.8",LIMITED (roughly corresponding to less than $1 million)
3774,0,1839,,,7.0,SWITZERLAND,120.0,"45.9,6.1",LIMITED (roughly corresponding to less than $1 million)
3778,0,1847,,7.3,8.0,CHILE,160.0,"-31.61,-71.18",LIMITED (roughly corresponding to less than $1 million)
3779,0,1853,,,8.0,PHILIPPINES,170.0,"14.0,123.0",MODERATE (~$1 to $5 million)
3780,0,1854,,5.5,7.0,CHINA,30.0,"29.1,107.1",MODERATE (~$1 to $5 million)
3781,0,1855,,,9.0,INDONESIA,170.0,"0.8,127.3",MODERATE (~$1 to $5 million)
3782,1,1862,,6.5,9.0,GHANA,10.0,"7.0,0.4",SEVERE (~>$5 to $24 million)
3784,1,1866,,6.1,7.0,GREECE,130.0,"36.4,25.3",MODERATE (~$1 to $5 million)
3785,1,1871,,7.5,,CHILE,160.0,"-35.0,-72.5",SEVERE (~>$5 to $24 million)
3795,0,1893,,6.6,10.0,IRAN,140.0,"37.2,58.4",EXTREME (~$25 million or more)
3796,0,1893,,6.5,8.0,CHINA,40.0,"41.2,80.3",MODERATE (~$1 to $5 million)
3797,0,1897,33.0,7.9,8.0,PHILIPPINES,170.0,"18.0,120.0",LIMITED (roughly corresponding to less than $1 million)
3799,1,1899,60.0,8.2,11.0,USA,150.0,"60.0,-140.0",LIMITED (roughly corresponding to less than $1 million)
3800,0,1899,,6.7,9.0,TURKEY,140.0,"37.93,28.84",SEVERE (~>$5 to $24 million)
3801,0,1900,,8.3,8.0,USA,150.0,"57.09,-153.48",LIMITED (roughly corresponding to less than $1 million)
3802,0,1902,100.0,7.8,,MEXICO,150.0,"16.6,-92.6",SEVERE (~>$5 to $24 million)
3803,0,1905,100.0,7.8,,JAPAN,30.0,"34.0,132.0",LIMITED (roughly corresponding to less than $1 million)
3805,1,1907,33.0,5.9,10.0,ITALY,130.0,"38.133,16.017",MODERATE (~$1 to $5 million)
3806,1,1908,,6.6,,INDONESIA,60.0,"-10.0,129.0",LIMITED (roughly corresponding to less than $1 million)
3807,0,1908,80.0,8.1,,MEXICO,150.0,"18.0,-99.0",MODERATE (~$1 to $5 million)
3808,1,1909,80.0,7.5,,JAPAN,30.0,"34.5,141.5",LIMITED (roughly corresponding to less than $1 million)
3810,0,1909,,6.2,10.0,FRANCE,120.0,"43.7,5.4",MODERATE (~$1 to $5 million)
3811,0,1911,26.0,7.4,,TAJIKISTAN,40.0,"38.2,72.8",SEVERE (~>$5 to $24 million)
3814,0,1912,30.0,7.0,10.0,PERU,160.0,"-5.62,-80.413",SEVERE (~>$5 to $24 million)
3818,0,1914,,7.5,8.0,CHINA,40.0,"43.5,91.5",LIMITED (roughly corresponding to less than $1 million)
3820,1,1917,25.0,8.3,,SAMOA,170.0,"-15.5,-173.0",LIMITED (roughly corresponding to less than $1 million)
3823,1,1920,60.0,7.7,,PAPUA NEW GUINEA,170.0,"-6.5,150.0",LIMITED (roughly corresponding to less than $1 million)
3826,0,1928,9.0,5.4,8.0,IRAN,140.0,"37.3,57.9",MODERATE (~$1 to $5 million)
3828,1,1928,25.0,7.6,9.0,CHILE,160.0,"-35.0,-72.0",SEVERE (~>$5 to $24 million)
3829,0,1930,,,9.0,ITALY,130.0,"38.6,14.6",MODERATE (~$1 to $5 million)
3830,1,1930,,7.3,9.0,MYANMAR (BURMA),60.0,"17.3,96.5",SEVERE (~>$5 to $24 million)
3831,0,1930,,7.3,,MYANMAR (BURMA),60.0,"18.2,96.4",MODERATE (~$1 to $5 million)
3832,1,1931,70.0,6.0,8.0,UK,70.0,"54.0,1.067",LIMITED (roughly corresponding to less than $1 million)
3835,1,1932,,5.4,,CUBA,90.0,"20.0,-75.8",SEVERE (~>$5 to $24 million)
3836,1,1932,25.0,7.7,,MEXICO,150.0,"19.242,-104.383",SEVERE (~>$5 to $24 million)
3839,0,1939,,5.3,,TURKEY,140.0,"36.3,30.7",SEVERE (~>$5 to $24 million)
3840,1,1939,150.0,8.0,,INDONESIA,170.0,"0.0, 121.1",MODERATE (~$1 to $5 million)
3841,0,1940,,6.0,8.0,CHINA,30.0,"23.9,102.3",SEVERE (~>$5 to $24 million)
3843,0,1943,,6.5,,CHINA,40.0,"39.3,73.3",MODERATE (~$1 to $5 million)
3844,0,1943,,5.0,6.0,CHINA,30.0,"30.6,104.1",LIMITED (roughly corresponding to less than $1 million)
3845,0,1946,35.0,7.6,10.0,KYRGYZSTAN,40.0,"41.5,72.5",MODERATE (~$1 to $5 million)
3846,0,1949,100.0,6.3,,IRAN,140.0,"27.28,56.46",SEVERE (~>$5 to $24 million)
3851,0,1956,7.0,4.5,7.0,SLOVENIA,130.0,"45.5,14.3",MODERATE (~$1 to $5 million)
3852,1,1956,20.0,7.8,9.0,GREECE,130.0,"36.9,26.0",SEVERE (~>$5 to $24 million)
3853,0,1963,25.0,5.3,,INDIA,60.0,"33.9,74.8",MODERATE (~$1 to $5 million)
3855,1,1964,40.0,7.5,5.0,JAPAN,30.0,"38.65,139.2",EXTREME (~$25 million or more)
3856,0,1964,,4.7,,CHINA,30.0,"35.1,111.6",LIMITED (roughly corresponding to less than $1 million)
3857,0,1968,33.0,6.0,,ITALY,130.0,"37.9,13.1",EXTREME (~$25 million or more)
3858,0,1968,,,6.0,IRAN,140.0,"39.3,44.4",SEVERE (~>$5 to $24 million)
3859,1,1968,107.0,6.2,9.0,VENEZUELA,90.0,"10.5,-62.6",MODERATE (~$1 to $5 million)
3860,0,1969,33.0,6.4,9.0,BOSNIA-HERZEGOVINA,130.0,"44.9,17.2",SEVERE (~>$5 to $24 million)
3861,0,1973,26.0,5.6,8.0,GREECE,130.0,"35.18,23.8",MODERATE (~$1 to $5 million)
3863,0,1974,58.0,5.7,6.0,JAPAN,30.0,"36.0,139.82",MODERATE (~$1 to $5 million)
3864,0,1975,10.0,7.6,9.0,USA,150.0,"53.11,173.5",MODERATE (~$1 to $5 million)
3865,0,1975,27.0,5.6,8.0,INDONESIA,60.0,"-6.7,106.7",MODERATE (~$1 to $5 million)
